Date,Address,Location,Area,ExtraArea,TotalArea,Rooms,LandArea,Price
2018-05-16,Sandvik 110,"HARESTAD, Kungälvs kommun",153,36,189,5,998,3400000
2018-05-14,Galeasgatan 15,"Kungälv, Kungälvs kommun",103,64,167,5,610,3500000
2018-05-07,Brunnefjäll 190,"Kärna, Kungälvs kommun",83,50,133,4,1536,2810000
2018-05-06,Enekullsvägen 32,"Ytterby, Kungälvs kommun",101,20,121,4,807,3570000
2018-05-03,Dannemarksgatan 39,"Ytterby, Kungälvs kommun",159,32,191,6,730,4000000
2018-05-02,Byvägen 22,"Ödsmålsmosse, Kungälvs kommun",43,24,67,3,1930,2500000
2018-04-06,Bokvägen 5,"Kungälv centralt, Kungälvs kommun",89,89,178,5,635,4450000
2021-08-22,Fontinvägen 16,"Bohuslän, Kungälvs kommun",135,35,170,6,1012,6125000
2021-08-21,Västra gatan 6,"Bohuslän, Kungälvs kommun",326,231,557,12,693,11000000
2021-08-20,Kuskalundsvägen 36,"HÅLTA, Kungälvs kommun",138,23,161,6,1339,4100000
2021-08-19,Gömmet 120,"Romelanda, Kungälvs kommun",197,19,216,5,2800,5250000
2021-08-16,Gunneröd 200,"Kärna, Kungälvs kommun",40,10,50,3,789,2490000
2021-08-16,Ödsmål 360,"Ödsmål, Kungälvs kommun",105,66,171,6,794,4700000
2021-08-10,Metesten 150,"Harestad, Kungälvs kommun",131,19,150,5,1507,4300000
2021-08-09,Sjöhåla 580,"Kärna, Kungälvs kommun",94,87,181,5,1068,3490000
2021-08-04,Munkholmsgatan 8,"Kungälv - Centralt, Kungälvs kommun",120,60,180,7,639,6100000
2021-08-02,Hallsbrovägen 14,"Kärna, Kungälvs kommun",145,61,206,5,2108,4500000
2021-07-29,Väktaregatan 9,"Centralt, Kungälvs kommun",166,83,249,9,538,6900000
2021-07-23,Rådmansgatan 11,"Kungälv Centralt, Kungälvs kommun",167,122,289,6,547,6800000
2021-07-21,Flateby 470,"Harestad, Kungälvs kommun",61,7,68,3,1409,2800000
2021-07-20,Rondan 20,"Ödsmålsmosse, Kungälvs kommun",82,75,157,4,1326,3900000
2021-07-13,Bergåsvägen 26,"Ytterby, Kungälvs kommun",184,55,239,4,891,6450000
2021-07-10,Olserödsgatan 118,"Olseröd, Kungälvs kommun",127,24,151,6,910,6200000
2021-07-09,Gömmet 110,"Romelanda, Kungälvs kommun",153,24,177,3,30000,5600000
2021-07-08,Olsåker 110,"Kareby, Kungälvs kommun",139,60,199,6,16226,5900000
2021-07-06,Olvonvägen 17,"Diseröd, Kungälvs kommun",162,17,179,7,683,5300000
2021-07-05,Bäckvägen 8,"Lökeberg, Kungälvs kommun",85,43,128,4,1016,2750000
2021-07-03,Rävsal 170,"Olseröd, Kungälvs kommun",124,50,174,5,2514,3525000
2021-06-28,Klintegatan 8,"Kungälv - Centralt, Kungälvs kommun",130,80,210,7,778,7100000
2021-06-24,Marias väg 17,"Aröd, Kungälvs kommun",99,34,133,4,1318,4700000
2021-06-24,Skårby station 130,"Kareby, Kungälvs kommun",89,96,185,4,1686,2600000
2021-06-22,Lilla Ryr 170,"Lycke, Kungälvs kommun",40,9,49,2,1345,2900000
2021-06-22,Prästvägen 450,"Kareby, Kungälvs kommun",116,50,166,4,2572,4600000
2021-06-21,Ekliden 8,"Centralt, Kungälvs kommun",67,66,133,3,1041,5000000
2021-06-19,Vedhall 120,"Kärna, Kungälvs kommun",88,49,137,4,2105,6500000
2021-06-18,Toreby 200,"Bohuslän, Kungälvs kommun",103,130,233,4,2391,4100000
2021-06-17,Häljeröd 300,"Kungälv - Romelanda, Kungälvs kommun",223,25,248,7,3547,6900000
2021-06-15,Skutviksvägen 3,"Marstrand - Instön, Kungälvs kommun",42,3,45,3,1223,4750000
2021-06-10,Helgonagatan 157,"Munkegärde, Kungälvs kommun",109,109,218,7,903,5025000
2021-06-09,Dannemarksgatan 14,"Ytterby-Tega, Kungälvs kommun",210,86,296,8,1203,6250000
2017-05-26,Dalvägen 17,"Ödsmåls mosse/Rörtången, Kungälvs kommun",45,40,85,5,1036,2395000
2017-05-25,Fredkullagatan 21,"Centrum, Kungälvs kommun",130,130,260,7,978,5710000
2017-05-19,Husfrejagatan 6,"Iskällan, Kungälvs kommun",152,52,204,6,938,5400000
2017-05-16,Västerhöjdsvägen 24,"Kärna, Kungälvs kommun",150,15,165,6,728,5300000
2017-05-10,Fregattgatan 2,"Kungälv, Kungälvs kommun",217,26,243,7,781,4650000
2017-05-08,Jakobsvägen 21-23,"Aröd, Kungälvs kommun",95,65,160,5,2963,4550000
2017-05-04,Tolleröd 115,"Kode, Kungälvs kommun",120,100,220,7,2130,4295000
2017-05-02,Situlagatan 3,"YTTERBY, Kungälvs kommun",154,16,170,6,795,5600000
2017-05-01,Kvarndalsvägen 40,"Lökeberg, Kungälvs kommun",56,36,92,3,1089,2650000
2017-04-26,Bergkristallvägen 21,"Kode, Kungälvs kommun",127,10,137,6,531,4250000
2017-04-25,Bergkristallvägen 3,"Kode, Kungälvs kommun",125,9,134,4,527,4500000
2017-04-16,Tryggvasons gata 1,"Iskällan, Kungälvs kommun",135,40,175,7,785,6500000
2017-04-16,Snäckvägen 19,"Ödsmåls mosse/Rörtången, Kungälvs kommun",90,17,107,4,1184,3600000
2017-04-07,Fontinvägen 42,"Centrum, Kungälvs kommun",118,7,125,4,440,4600000
2017-04-07,Solberga 510,"Solberga-Kode, Kungälvs kommun",98,58,156,5,1517,2990000
2017-03-16,Stenåldersgatan 12,"Ytterby Stället, Kungälvs kommun",104,7,111,4,357,4000000
2017-03-15,Hövdingagatan 4,"Centrum, Kungälvs kommun",115,137,252,7,906,5325000
2017-03-03,Komministergatan 10,"Kungälv - Centrum, Kungälvs kommun",145,125,270,9,659,6550000
2017-03-02,Vävra 800,"Hålta, Kungälvs kommun",148,18,166,9,6109,4460000
2017-03-02,Arntorp 220,"Kareby, Kungälvs kommun",138,24,162,6,2125,4200000
2017-02-24,Rishammar 110,"Kareby, Kungälvs kommun",140,19,159,6,1205,3550000
2022-06-22,Halltorpsvägen 11,"Kode, Kungälvs kommun",107,13,120,4,1119,4800000
2022-06-21,Duvesjön 351,"Romelanda, Kungälvs kommun",50,35,85,2,2418,1750000
2022-06-20,Äslingsvägen 10,"Tjuvkil, Kungälvs kommun",75,43,118,4,1355,4150000
2022-06-17,Almvägen 9,"Romelanda, Kungälvs kommun",129,10,139,6,803,5260000
2022-06-15,Östergårdsgatan 23,"Ytterby, Kungälvs kommun",180,48,228,6,840,5600000
2022-06-15,Åsleröd 130,"Bohuslän, Kungälvs kommun",120,35,155,4,1566,4700000
2022-06-11,Situlagatan 4,"Ytterby - Stället, Kungälvs kommun",138,27,165,5,636,6620000
2022-06-09,Duvesjön 373,"Duvesjön, Kungälvs kommun",149,9,158,5,1604,4900000
2022-06-08,Östra gatan 29,"Kungälv, Kungälvs kommun",192,128,320,8,384,8300000
2022-06-03,Bergåsvägen 10B,"Ytterby, Kungälvs kommun",115,78,193,6,834,5700000
2022-05-29,Sagagatan 6,"Centralt vid älven, Kungälvs kommun",280,45,325,6,768,8500000
2022-05-27,Glose 120,"Glose, Kungälvs kommun",64,64,128,4,1418,3500000
2022-05-26,Toreby 240,"Kärna, Kungälvs kommun",89,89,178,4,1245,3895000
2022-05-26,Tronnum 370,"Kärna, Kungälvs kommun",165,36,201,5,2407,6360000
2022-05-23,Ängsgatan 9,"Centrum, Kungälvs kommun",165,16,181,6,575,5700000
2022-05-22,Storskiftegatan 35,"Övre Tega, Kungälvs kommun",84,11,95,3,255,4000000
2022-05-17,Rörstigen 8,"Centralt vid älven, Kungälvs kommun",129,2,131,5,407,6200000
2022-05-16,Bäckvägen 2,"Kungälv - Lökeberg, Kungälvs kommun",95,48,143,3,1050,6300000
2022-05-16,Hagtornsvägen 1,"Diseröd, Kungälvs kommun",120,107,227,7,788,4650000
2022-05-13,Åsebyberg 870,"Åsebyberg, Kungälvs kommun",117,72,189,4,2667,4900000
2022-05-12,Aspvägen 8,"Ytterby, Kungälvs kommun",130,90,220,5,602,6210000
2022-04-27,Torsbyvägen 50,"Ytterby, Kungälvs kommun",101,49,150,4,4904,5550000
2022-04-25,Åsebyberg 855,"Åsebyberg, Kungälvs kommun",129,18,147,5,4105,5000000
2020-11-10,Duvesjön 359,"Diseröd, Kungälvs kommun",117,40,157,4,1091,4170000
2020-11-09,Dalvägen 17,"Ödsmålsmosse, Kungälvs kommun",45,40,85,4,1036,2800000
2020-10-29,Kornhall 210,"Kornhall, Kungälvs kommun",110,22,132,5,570,4060000
2020-10-26,Nolhagsvägen 22,"Aröd, Kungälvs kommun",102,71,173,5,3489,5000000
2020-10-23,Solberga 510,"Solberga, Kungälvs kommun",98,58,156,4,1517,4195000
2020-10-23,Grindbacken 17,"Grinden, Kungälvs kommun",191,20,211,6,958,8600000
2020-10-19,Nämndemansvägen 25,"Ytterby, Kungälvs kommun",136,25,161,4,560,4850000
2020-10-13,Överås 110,"Ytterby, Kungälvs kommun",168,57,225,6,26600,6545000
2020-10-09,Hagtornsvägen 7,"Diseröd, Kungälvs kommun",112,112,224,6,825,4500000
2020-09-28,Korpvägen 265,"Ullstorp, Kungälvs kommun",133,18,151,6,401,5950000
2020-09-26,Hallbjörtorp 370,"Kärna, Kungälvs kommun",30,30,60,2,1535,2900000
2020-09-26,Rådmansgatan 4,"Kungälv - Centrum, Kungälvs kommun",221,10,231,6,678,6400000
2020-09-24,Häljeröd 390,"Diseröd, Kungälvs kommun",115,37,152,5,3700,4500000
2020-09-24,Grenvägen 9,"Tjuvkil, Kungälvs kommun",56,2,58,3,1215,2530000
2020-09-24,Solskiftegatan 29,"Ytterby, Kungälvs kommun",192,56,248,7,932,5700000
2020-09-23,Hermelingatan 11,"Kungälv - Olseröd, Kungälvs kommun",126,25,151,5,548,5600000
2020-09-21,Havregången 11,"Centrum, Kungälvs kommun",150,42,192,4,588,4400000
2020-09-18,Länsmansvägen 5,"Ytterby, Kungälvs kommun",108,136,244,5,573,4600000
2020-09-17,Duvesjön 302,"Duvesjön, Kungälvs kommun",120,74,194,4,1506,5615000
2020-09-15,Västerhöjdsvägen 40,"Kärna, Kungälvs kommun",107,8,115,4,274,4100000
2020-09-13,Dösebacka 450,"Diseröd, Kungälvs kommun",104,40,144,5,4320,3520000
2020-09-11,Fjärdingsgatan 9,"Ytterby, Kungälvs kommun",120,68,188,5,1680,4650000
2020-09-09,Trankärr 210,"Centralt, Kungälvs kommun",209,47,256,8,2855,6700000
2020-09-09,Trankärr 230,"Centralt, Kungälvs kommun",152,34,186,6,2056,4795000
2021-02-09,Gamla Trollhättevägen 6,"Centralt, Kungälvs kommun",210,170,380,8,1368,7600000
2021-02-08,Lybeck 151,"Diseröd, Kungälvs kommun",117,40,157,4,1572,5120000
2021-02-05,Furuvägen 8,"Diseröd, Kungälvs kommun",102,102,204,4,715,3100000
2021-02-03,Settungsvägen 48,"Ullstorp, Kungälvs kommun",123,22,145,4,543,5935000
2021-02-03,Toftebergsvägen 2,"Tjuvkil, Kungälvs kommun",85,6,91,3,1085,3895000
2021-01-29,Lyckevägen 5C,"Kärna, Kungälvs kommun",95,61,156,3,1060,4500000
2021-01-28,Rishammarvägen 2,"Kareby, Kungälvs kommun",155,62,217,8,2086,6770000
2021-01-24,Håkons gata 2,"Centrum, Kungälvs kommun",124,124,248,6,1006,5350000
2021-01-21,Täljstensgatan 4,"Ytterby, Kungälvs kommun",70,12,82,3,478,3600000
2021-01-13,Kantorvägen 3,"Bohuslän, Kungälvs kommun",165,14,179,5,761,4625000
2021-01-12,Holm 160,"Kärna, Kungälvs kommun",143,108,251,5,3125,4525000
2021-01-07,Skårby station 215,"Kareby, Kungälvs kommun",95,88,183,5,1498,3700000
2020-12-21,Munkegärdegatan 253,"Kungälv Munkegärde, Kungälvs kommun",134,110,244,8,899,6060000
2020-12-09,Oxelvägen 80,"Diseröd, Kungälvs kommun",139,20,159,7,751,5475000
2020-12-02,Bollestad 130,"Kareby, Kungälvs kommun",145,55,200,6,1554,3975000
2020-11-29,Kroken 210,"Bohuslän, Kungälvs kommun",139,39,178,6,1447,5500000
2020-11-28,Mellan-Restad 355,"Bohuslän, Kungälvs kommun",70,15,85,4,851,4160000
2020-11-19,Ametistvägen 1,"Kode, Kungälvs kommun",98,92,190,5,936,4135000
2020-11-13,Barlinds väg 23,"Marstrand - Instön, Kungälvs kommun",114,5,119,5,1340,7000000
2022-09-29,Heden 220,"Bohuslän, Kungälvs kommun",123,77,200,5,3342,4750000
2022-09-28,Gustavsbergsvägen 16,"Ytterby, Kungälvs kommun",105,91,196,4,1244,5100000
2022-09-27,Bergsvägen 28,"Ödsmålsmosse, Kungälvs kommun",58,7,65,3,1631,3075000
2022-09-24,Korpvägen 263,"Ullstorp, Kungälvs kommun",158,18,176,6,387,6500000
2022-09-22,Hemvägen 48,"Diseröd, Kungälvs kommun",130,65,195,5,696,3650000
2022-09-17,Stenåldersgatan 55,"Ytterby, Kungälvs kommun",120,15,135,5,395,5200000
2022-09-06,Barlinds väg 38,"Instön, Kungälvs kommun",98,2,100,4,1290,8500000
2022-09-01,Grepvägen 385,"Ullstorp, Kungälvs kommun",121,29,150,5,388,5710000
2022-08-31,Tvetgatan 143,"Tveten, Kungälvs kommun",93,32,125,5,186,4200000
2022-08-27,Torsby 270,"Kärna, Kungälvs kommun",161,174,335,8,1915,5735000
2022-08-26,Lerskärsvägen 52,"Tjuvkil, Kungälvs kommun",106,49,155,4,1385,5520000
2022-08-24,Korsgatan 3,"Marstrand, Kungälvs kommun",116,30,146,4,494,9200000
2022-08-21,Blekeliden 6,"Västra Gatan, Kungälvs kommun",161,47,208,5,629,7300000
2022-08-04,Guddeby 210,"Ytterby, Kungälvs kommun",120,120,240,7,3512,4600000
2022-07-20,Glöskär 875,"Kärna, Kungälvs kommun",110,5,115,5,1615,6775000
2022-07-18,Stora Risby 400,"Hålta, Kungälvs kommun",74,68,142,6,1078,4500000
2022-07-15,Hemmansgatan 7,"Ytterby, Kungälvs kommun",155,42,197,6,875,5100000
2022-07-15,Hemvägen 7,"Romelanda, Kungälvs kommun",105,33,138,5,437,3750000
2022-07-10,Torsby 250,"Kärna, Kungälvs kommun",170,60,230,7,1810,6525000
2022-07-05,Rondan 13,"Kungälv - Ödsmålsmosse, Kungälvs kommun",102,55,157,5,1380,4650000
2022-06-28,Bergsvägen 4,"Ödsmålsmosse, Kungälvs kommun",88,15,103,2,783,3995000
2022-06-27,Östra gatan 9,"Gamla Kungälv, Kungälvs kommun",325,81,406,10,852,10500000
2022-06-23,Dösebacka 110,"Romelanda, Kungälvs kommun",144,79,223,6,5634,5780000
2022-06-22,Lerskärsvägen 18,"Tjuvkil, Kungälvs kommun",65,65,130,5,1216,3995000
2017-08-24,Sköldgatan 9,"YTTERBY, Kungälvs kommun",136,28,164,4,490,5250000
2017-08-23,Klåverön 580,"Marstrand, Kungälvs kommun",90,30,120,5,21929,21000000
2017-08-23,Stora Risby 530,"Hålta, Kungälvs kommun",62,53,115,4,925,2900000
2017-08-22,Heavägen 21,"Lycke, Kungälvs kommun",140,40,180,5,2355,3775000
2017-08-18,Husfrejagatan 7,"Iskällan, Kungälvs kommun",124,151,275,8,984,7150000
2017-08-09,Bergsgatan 7,"Marstrand, Kungälvs kommun",265,67,332,7,729,10500000
2017-08-08,Smugglaregatan 14,"Marstrandsön, Kungälvs kommun",133,91,224,6,744,16000000
2017-08-04,Hallbjörtorp 370,"Kungälv - Kärna, Kungälvs kommun",30,30,60,2,1535,2425000
2017-07-25,Länsmansvägen 8,"Ytterby, Kungälvs kommun",124,124,248,4,1369,6250000
2017-07-18,Fontinvägen 20,"Kungälv - Centrum, Kungälvs kommun",220,50,270,5,1034,6100000
2017-07-17,Olsåker 110,"Kareby, Kungälvs kommun",139,60,199,8,16226,5200000
2017-07-12,Prejelvägen 102,"Ullstorp, Kungälvs kommun",122,6,128,5,304,4800000
2017-07-11,Ulvesund 427,"KUNGÄLV - Ulvesund, Kungälvs kommun",100,10,110,5,939,3850000
2017-07-11,Sävstigen 2,"Centralt, Kungälvs kommun",121,1,122,5,534,3800000
2017-07-07,Nedre Knaverstad 280,"Aröd, Kungälvs kommun",99,15,114,4,2105,3300000
2017-06-21,Djupuddsvägen 6,"Marstrand-Instön, Kungälvs kommun",120,88,208,5,2346,4800000
2017-06-16,Jakobsvägen 25,"Aröd, Kungälvs kommun",75,25,100,4,1454,4150000
2017-06-14,Häradsvägen 18,"Ytterby, Kungälvs kommun",128,10,138,5,342,4500000
2017-06-14,Hällristningsgatan 15,"YTTERBY, Kungälvs kommun",107,5,112,5,430,5185000
2017-06-09,Grindbacken 20,"Grinden, Kungälvs kommun",148,44,192,7,903,6075000
2017-06-08,Åsebyberg 925,"Kungälvs kommun, Kungälvs kommun",177,57,234,6,2837,4750000
2017-06-03,Lökebergsvägen 61,"Marstrand, Kungälvs kommun",140,50,190,6,22000,12000000
2017-06-02,Staby 760,"Kärna, Kungälvs kommun",210,90,300,10,6203,5500000
2017-06-02,Hallebäcksvägen 31,"Aröd/Timmervik, Kungälvs kommun",75,18,93,3,1470,2250000
2017-06-02,Klövergången 10,"KUNGÄLV, Kungälvs kommun",120,10,130,4,407,3700000
2017-06-01,Grindenvägen 27,"Grinden, Kungälvs kommun",165,65,230,7,925,5205000
2017-06-01,Duvesjön 465,"Romelanda-Duvesjön, Kungälvs kommun",36,4,40,2,1586,1150000
2017-05-28,Rishammar 250,"Kareby, Kungälvs kommun",104,90,194,6,1215,3750000
2021-10-20,Lundby 330,"Kungälv - Kareby, Kungälvs kommun",123,33,156,4,1870,4175000
2021-10-20,Tega 190,"Ytterby, Kungälvs kommun",223,129,352,9,1154,4500000
2021-10-19,Prästvägen 721,"Diseröd, Kungälvs kommun",210,60,270,7,1096,5900000
2021-10-14,Guntorpsvägen 12,"Kode, Kungälvs kommun",139,70,209,8,1039,4130000
2021-10-12,Vävra 470,"Hålta, Kungälvs kommun",160,10,170,5,3244,3750000
2021-10-06,Källeröd 140,"Kareby, Kungälvs kommun",103,143,246,7,1769,6000000
2021-10-06,Rishammarvägen 14,"Kareby, Kungälvs kommun",168,84,252,5,795,6500000
2021-10-01,Tyftervägen 30,"Diseröd, Kungälvs kommun",61,40,101,6,1683,2700000
2021-10-01,Västra Strandgatan 1,"Kungälv - Centrum, Kungälvs kommun",120,58,178,6,640,6175000
2021-09-30,Holmängen 150,"Kärna, Kungälvs kommun",117,60,177,4,1276,5400000
2021-09-25,Bokvägen 5,"Centrum, Kungälvs kommun",89,89,178,5,636,6800000
2021-09-21,Skårby 590,"Kareby, Kungälvs kommun",107,10,117,4,1132,4300000
2021-09-16,Målardalen 210,"Kode, Kungälvs kommun",130,26,156,9,3056,3325000
2021-09-16,Ingegatan 6R,"Komarken, Kungälvs kommun",149,71,220,7,152,5000000
2021-09-15,Halleravägen 17,"Kovikshamn, Kungälvs kommun",74,18,92,4,1215,5110000
2021-09-14,Skolstigen 4,"Kungälv - Centralt, Kungälvs kommun",174,74,248,7,763,6700000
2021-09-13,Toreby 390,"Harestad-Toreby, Kungälvs kommun",115,78,193,5,1819,4720000
2021-09-11,Skårby station 520,"Kareby, Kungälvs kommun",124,37,161,5,1060,4445000
2021-09-08,Kastellegårdsvägen 240,"Kastellegården, Kungälvs kommun",108,55,163,4,1391,4210000
2021-09-08,Kareby kyrkväg 320,"Bohuslän, Kungälvs kommun",110,80,190,5,1395,4725000
2021-09-06,Munkegärdegatan 231,"Munkegärde, Kungälvs kommun",155,40,195,6,726,6190000
2021-09-05,Betesgatan 14,"Ytterby, Kungälvs kommun",170,10,180,6,752,7475000
2021-09-02,Hermansby 150,"Kärna, Kungälvs kommun",110,110,220,6,2397,5600000
2021-09-01,Poppelvägen 3,"Diseröd, Kungälvs kommun",106,48,154,5,800,4600000
2021-08-30,Domsvägen 5,"Ytterby, Kungälvs kommun",95,45,140,6,1043,5775000
2021-08-25,Olserödsgatan 116,"Olseröd, Kungälvs kommun",150,34,184,5,725,6150000
2021-08-25,Lefstad 370,"Kärna, Kungälvs kommun",105,64,169,5,1759,6100000
2018-10-17,Ellesbovägen 204,"Kungälv, Kungälvs kommun",75,48,123,5,1062,3000000
2018-10-15,Olserödsgatan 106,"Olseröd, Kungälvs kommun",170,20,190,5,1227,6000000
2018-10-11,Åsebyberg 855,"Kode, Kungälvs kommun",129,18,147,5,4105,3850000
2018-10-04,Guntorpsvägen 24,"Kode, Kungälvs kommun",110,100,210,5,1065,2975000
2018-10-03,Lerlycke 250,"Kärna, Kungälvs kommun",130,88,218,5,1020,3700000
2018-10-02,Olvonvägen 23,"Diseröd, Kungälvs kommun",222,98,320,7,1000,3600000
2018-09-28,Bockebergsvägen 2,"Lycke, Kungälvs kommun",49,10,59,4,1386,1850000
2018-09-27,Lerskärsvägen 21,"Tjuvkil, Kungälvs kommun",120,40,160,4,1299,4700000
2018-09-27,Valtersäng 35,"Centralt, Kungälvs kommun",159,40,199,6,650,6120000
2018-09-25,Västra gatan 26A,"Centralt, Kungälvs kommun",149,21,170,6,316,5500000
2018-09-24,Gamla Kungälvsvägen 13,"Ytterby, Kungälvs kommun",176,87,263,8,1862,6800000
2018-09-13,Lerskärsvägen 50,"Lycke, Kungälvs kommun",93,93,186,5,1221,3750000
2018-09-11,Rubinvägen 6,"Kode, Kungälvs kommun",108,114,222,5,1123,3650000
2018-09-11,Bastubäcksvägen 11,"Ödsmåls mosse/Rörtången, Kungälvs kommun",78,15,93,3,1225,3100000
2018-09-10,Glose 110,"Glose, Kungälvs kommun",150,30,180,5,3157,4500000
2018-09-09,Bokvägen 3,"Kungälv centralt, Fontin., Kungälvs kommun",184,128,312,8,781,5350000
2018-09-04,Storskiftegatan 11,"Ytterby, Kungälvs kommun",90,40,130,4,188,3375000
2018-09-03,Vältvägen 505,"Bohuslän, Kungälvs kommun",121,9,130,5,250,4800000
2018-08-30,Hammarhöjden 695,"Kode, Kungälvs kommun",83,28,111,3,1053,2750000
2018-08-30,Kärnavägen 16,"Kärna, Kungälvs kommun",171,83,254,7,695,4120000
2018-08-30,Klintegatan 17,"Centralt - Kungälv, Kungälvs kommun",125,51,176,7,704,7350000
2018-08-29,Grepvägen 391,"Ullstorp, Kungälvs kommun",121,7,128,5,431,4850000
2018-08-25,Kristinedalsgatan 7,"Centrum, Kungälvs kommun",178,85,263,6,857,7125000
2018-08-24,Korpvägen 259,"KUNGÄLV, Kungälvs kommun",139,18,157,6,437,5500000
2018-08-09,Hammarhöjden 670,"Kode, Kungälvs kommun",100,47,147,2,1090,3230000
2018-07-18,Byvägen 18,"Ödsmåls mosse/Rörtången, Kungälvs kommun",60,42,102,4,1509,1850000
2018-07-17,Guntorpsvägen 2,"Kode, Kungälvs kommun",129,70,199,7,734,3150000
2018-07-12,Tjuvkil 510,"Tjuvkil, Kungälvs kommun",90,98,188,4,2575,2550000
2018-07-09,Gunneröd 200,"Lycke, Kungälvs kommun",58,25,83,2,789,2400000
2016-06-21,Alelyckans väg 23,"Kode, Kungälvs kommun",80,100,180,5,37080,9000000
2016-06-19,Krokens Väg 16,"Tjuvkil, Kungälvs kommun",67,50,117,4,1590,3250000
2016-06-14,Stenstavägen 1,"Tjuvkil, Kungälvs kommun",125,32,157,5,800,3850000
2016-06-14,Instölid 82,"MARSTRAND, Kungälvs kommun",36,10,46,3,902,2320000
2016-06-10,Rönnvägen 7,"Romelanda Diseröd, Kungälvs kommun",122,82,204,7,796,3300000
2016-06-08,Valler 300,"Valler - Romelanda, Kungälvs kommun",185,52,237,7,2497,3450000
2016-06-04,Fontinvägen 42,"Centrum, Kungälvs kommun",118,7,125,4,440,5100000
2016-06-03,Bokvägen 10,"Centrum, Kungälvs kommun",125,27,152,5,635,4400000
2016-06-02,Hermansby 150,"Kärna, Kungälvs kommun",123,97,220,6,2397,4070000
2016-06-01,Duvesjön 348,"Kungälv -Duvesjön, Kungälvs kommun",160,26,186,4,1927,5200000
2016-05-31,Åsgatan 5,"Kungälv - Centrum, Kungälvs kommun",120,60,180,6,948,5565000
2016-05-30,Olserödsgatan 114,"Kungälv - Olseröd, Kungälvs kommun",144,132,276,7,712,5325000
2016-05-27,Slånbärsvägen 15,"Munkegärde Östra, Kungälvs kommun",145,31,176,5,647,5100000
2016-05-26,Stinneröd 260,"Bohuslän, Kungälvs kommun",65,65,130,4,1734,1300000
2016-05-23,Mjölnarvägen 16,"Romelanda, Kungälvs kommun",121,47,168,5,831,2385000
2016-05-21,Lerskärsvägen 63,"Tjuvkil, Kungälvs kommun",110,10,120,3,884,3875000
2016-05-17,Jägarvägen 6,"Romelanda, Kungälvs kommun",159,16,175,6,564,3625000
2016-05-15,Brunnefjällsvägen 3,"Vedhall, Kungälvs kommun",94,16,110,4,1067,2695000
2016-05-14,Toreby 380,"Harestad, Kungälvs kommun",157,99,256,7,2591,2902500
2016-05-13,Hemvägen 25,"Romelanda - Diseröd, Kungälvs kommun",138,19,157,5,381,3250000
2016-05-12,Solskiftegatan 14,"Ytterby - Tega, Kungälvs kommun",171,25,196,6,1091,3900000
2016-05-09,Skårby Mosse 880,"Skårby, Kungälvs kommun",86,40,126,3,1782,2900000
2016-05-06,Ugglehed 180,"Önneröd, Kungälvs kommun",106,64,170,5,15352,2730000
2016-04-29,Duvesjön 201,"Duvesjön, Kungälvs kommun",38,9,47,2,1390,1300000
2016-04-28,Munkholmsgatan 2,"Centralt, Kungälvs kommun",137,73,210,7,893,4900000
2016-04-28,Björkstigen 9,"Romelanda, Kungälvs kommun",185,46,231,7,937,3700000
2016-04-25,Settungsvägen 62,"Ullstorp, Kungälvs kommun",140,26,166,6,372,4450000
2016-04-24,Situlagatan 2,"Ytterby, Kungälvs kommun",150,20,170,6,787,4500000
2016-04-14,Olvonvägen 71,"Kungälv - Romelanda, Kungälvs kommun",115,115,230,6,2056,4725000
2016-04-14,Rättarevägen 16,"Ytterby, Kungälvs kommun",105,122,227,6,732,4300000
